feature_name,comparison_type,candidate_name,label_group,scheme_group,compared_rows,exact_match_count,exact_match_percentage,mae,median_absolute_error,pearson_correlation,modal_delta,modal_delta_count,top_delta_distribution
URLLength,candidate_definition,C_hostname_path_query,all,all,235795,0,0.0,7.130342034394284,7.0,0.9070104525881652,7.0,171232,7:171232; 6:33550; 8:30093; 9:95; 33:86
URLLength,candidate_definition,C_hostname_path_query,phishing,all,100945,0,0.0,7.3044628262915445,7.0,0.9004984581553008,7.0,36382,7:36382; 6:33550; 8:30093; 9:95; 33:86
URLLength,candidate_definition,C_hostname_path_query,legitimate,all,134850,0,0.0,7.0,7.0,1.0,7.0,134850,7:134850
URLLength,candidate_definition,C_hostname_path_query,all,http,51749,0,0.0,6.4055537305068695,6.0,0.9976439440685853,6.0,33550,6:33550; 7:18101; 25:21; 26:15; 31:10
URLLength,candidate_definition,C_hostname_path_query,all,https,184046,0,0.0,7.334133857839888,7.0,0.8762044841711151,7.0,153131,7:153131; 8:30087; 9:93; 33:86; 15:68
NoOfLettersInURL,candidate_definition,C_hostname_path_query,all,all,235795,50851,21.565766873767465,3.098538985135393,4.0,0.8584587552546341,-4.0,164822,-4:164822; 0:50851; -3:11813; -1:7070; -10:285
NoOfLettersInURL,candidate_definition,C_hostname_path_query,phishing,all,100945,50851,50.3749566595671,1.8941799990093615,0.0,0.8456991495055769,0.0,50851,0:50851; -4:29976; -3:11813; -1:7070; -10:285
NoOfLettersInURL,candidate_definition,C_hostname_path_query,legitimate,all,134850,0,0.0,4.000088987764182,4.0,0.9999941653721215,-4.0,134846,-4:134846; -7:4
LetterRatioInURL,candidate_definition,C_hostname_path_query,all,all,235795,66,0.027990415403210418,0.3227028694224367,0.357090909090909,0.33317085443151656,-0.408888888889,8583,-0.408888888889:8583; -0.424352941176:8434; -0.394736842105:8379; -0.44:7966; -0.381:7802
LetterRatioInURL,candidate_definition,C_hostname_path_query,phishing,all,100945,66,0.06538213878844915,0.2232733507478595,0.19051282051282048,0.5363469288481558,-0.42,1644,-0.42:1644; -0.437666666667:1530; -0.404352941176:1470; -0.388888888889:1414; -0.457142857143:1193
LetterRatioInURL,candidate_definition,C_hostname_path_query,legitimate,all,134850,0,0.0,0.39713307159229355,0.39473684210526316,0.8181896385784534,-0.408888888889,8565,-0.408888888889:8565; -0.424352941176:8419; -0.394736842105:8358; -0.44:7947; -0.381:7784
NoOfDegitsInURL,candidate_definition,C_hostname_path_query,all,all,235795,234370,99.39566148561251,0.02716342585720647,0.0,0.9765930293934901,0.0,234370,0:234370; -1:1186; 2:27; 3:26; 1:23
NoOfDegitsInURL,candidate_definition,C_hostname_path_query,phishing,all,100945,99520,98.5883401852494,0.06345039377879043,0.0,0.9758065823537625,0.0,99520,0:99520; -1:1186; 2:27; 3:26; 1:23
NoOfDegitsInURL,candidate_definition,C_hostname_path_query,legitimate,all,134850,134850,100.0,0.0,0.0,0.9999999999999999,0.0,134850,0:134850
DegitRatioInURL,candidate_definition,C_hostname_path_query,all,all,235795,184232,78.13227591764033,0.006504204590082534,0.0,0.9921204034628723,0.0,184232,0.0:184232; -0.054769230769:1052; -0.081:713; -0.014081081081:566; -0.022448275862:541
DegitRatioInURL,candidate_definition,C_hostname_path_query,phishing,all,100945,52942,52.44638169300114,0.013954515508439921,0.0,0.9906611686616202,0.0,52942,0.0:52942; -0.054769230769:1052; -0.081:713; -0.014081081081:566; -0.022448275862:541
DegitRatioInURL,candidate_definition,C_hostname_path_query,legitimate,all,134850,131290,97.36002966258806,0.00092710680992987,0.0,0.9975755002772494,0.0,131290,0.0:131290; -0.021666666667:167; -0.016823529412:151; -0.026923076923:150; -0.0195:145
NoOfOtherSpecialCharsInURL,candidate_definition,C_hostname_path_query,all,all,235795,40089,17.001632774231854,0.9411268262685808,1.0,0.9575754620066029,-1.0,188826,-1:188826; 0:40089; -2:2900; -3:938; -4:732
NoOfOtherSpecialCharsInURL,candidate_definition,C_hostname_path_query,phishing,all,100945,40089,39.713705483183915,0.862439942542969,1.0,0.9617086731005707,-1.0,53980,-1:53980; 0:40089; -2:2896; -3:938; -4:732
NoOfOtherSpecialCharsInURL,candidate_definition,C_hostname_path_query,legitimate,all,134850,0,0.0,1.000029662588061,1.0,0.9999416037650645,-1.0,134846,-1:134846; -2:4
NoOfOtherSpecialCharsInURL,candidate_definition,C_hostname_path_query_other_special,all,all,235795,15,0.006361458046184186,1.9103543332131725,1.0,0.8541469525942599,1.0,144457,1:144457; 2:41562; 3:24142; 4:9620; 5:6311
NoOfOtherSpecialCharsInURL,candidate_definition,C_hostname_path_query_other_special,phishing,all,100945,11,0.010897023131408192,2.9105552528604686,2.0,0.8682789604730212,1.0,29600,1:29600; 2:23324; 3:22451; 4:9560; 5:6311
NoOfOtherSpecialCharsInURL,candidate_definition,C_hostname_path_query_other_special,legitimate,all,134850,4,0.0029662588060808304,1.1616314423433445,1.0,0.5977276326586819,1.0,114857,1:114857; 2:18238; 3:1691; 4:60; 0:4
SpacialCharRatioInURL,candidate_definition,C_hostname_path_query,all,all,235795,4,0.0016963888123157828,0.06310939191308759,0.063,0.6661140153582811,-0.071111111111,9246,-0.071111111111:9246; -0.075647058824:9183; -0.067263157895:8984; -0.082:8831; -0.063:8475
SpacialCharRatioInURL,candidate_definition,C_hostname_path_query,phishing,all,100945,4,0.003962553865966616,0.047541008704604676,0.044135135135135145,0.6845187932593214,-0.08,1855,-0.08:1855; -0.085333333333:1777; -0.074647058824:1653; -0.069111111111:1533; -0.092857142857:1511
SpacialCharRatioInURL,candidate_definition,C_hostname_path_query,legitimate,all,134850,0,0.0,0.07476345526481402,0.0711111111111111,0.8606159915980021,-0.071111111111,8796,-0.071111111111:8796; -0.075647058824:8684; -0.067263157895:8563; -0.082:8232; -0.063:7963
SpacialCharRatioInURL,candidate_definition,C_hostname_path_query_other_special,all,all,235795,4,0.0016963888123157828,0.05313891660980478,0.045,0.6553356474636455,0.042,10906,0.042:10906; 0.043:10798; 0.04:10573; 0.045:10488; 0.038:10269
SpacialCharRatioInURL,candidate_definition,C_hostname_path_query_other_special,phishing,all,100945,0,0.0,0.064849951089269,0.06017647058823529,0.6446863463264513,0.045,3202,0.045:3202; 0.048:2872; 0.043:2556; 0.077:2415; 0.053:2329
SpacialCharRatioInURL,candidate_definition,C_hostname_path_query_other_special,legitimate,all,134850,4,0.0029662588060808304,0.044372358393049004,0.04,0.5023459969345981,0.04,8796,0.04:8796; 0.042:8688; 0.038:8563; 0.043:8242; 0.037:7963
URLLength,candidate_definition,C2_hostname_without_www_path_query,all,all,235795,0,0.0,10.126062893615217,11.0,0.9065896439193215,11.0,146319,11:146319; 10:29233; 8:29063; 7:24926; 6:4344
URLLength,candidate_definition,C2_hostname_without_www_path_query,phishing,all,100945,0,0.0,8.95859131210065,8.0,0.900362175094438,10.0,29233,10:29233; 8:29063; 7:24926; 11:11469; 6:4344
URLLength,candidate_definition,C2_hostname_without_www_path_query,legitimate,all,134850,0,0.0,11.0,11.0,0.9999999999999998,11.0,134850,11:134850
URLLength,candidate_definition,C2_hostname_without_www_path_query,all,http,51749,0,0.0,9.442907109316122,10.0,0.9971120929752049,10.0,29207,10:29207; 11:10087; 7:8017; 6:4344; 25:21
URLLength,candidate_definition,C2_hostname_without_www_path_query,all,https,184046,0,0.0,10.318148723688642,11.0,0.875803097364805,11.0,136232,11:136232; 8:29057; 7:16909; 12:1042; 33:86
NoOfLettersInURL,candidate_definition,C2_hostname_without_www_path_query,all,all,235795,62612,26.553574079178947,0.8525626073496045,1.0,0.8602937751558247,-1.0,171815,-1:171815; 0:62612; -10:284; -5:103; 21:91
NoOfLettersInURL,candidate_definition,C2_hostname_without_www_path_query,phishing,all,100945,62612,62.025855663975435,0.6554856605081976,0.0,0.8467884421611204,0.0,62612,0:62612; -1:36969; -10:284; -5:103; 21:91
NoOfLettersInURL,candidate_definition,C2_hostname_without_www_path_query,legitimate,all,134850,0,0.0,1.0000889877641825,1.0,0.9999941653721219,-1.0,134846,-1:134846; -4:4
LetterRatioInURL,candidate_definition,C2_hostname_without_www_path_query,all,all,235795,66,0.027990415403210418,0.3453582059965127,0.38235294117647056,0.24951789713835582,-0.448571428571,8583,-0.448571428571:8583; -0.465076923077:8434; -0.433333333333:8382; -0.481666666667:7966; -0.4185:7802
LetterRatioInURL,candidate_definition,C2_hostname_without_www_path_query,phishing,all,100945,66,0.06538213878844915,0.23168843921768897,0.19014285714285706,0.4853695839846743,-0.461666666667,1644,-0.461666666667:1644; -0.480090909091:1530; -0.445076923077:1470; -0.428571428571:1409; -0.5:1193
LetterRatioInURL,candidate_definition,C2_hostname_without_www_path_query,legitimate,all,134850,0,0.0,0.4304482661187846,0.42915384615384616,0.7074068485902388,-0.448571428571,8565,-0.448571428571:8565; -0.465076923077:8419; -0.433333333333:8358; -0.481666666667:7947; -0.4185:7784
NoOfDegitsInURL,candidate_definition,C2_hostname_without_www_path_query,all,all,235795,234370,99.39566148561251,0.02716342585720647,0.0,0.9765930293934901,0.0,234370,0:234370; -1:1186; 2:27; 3:26; 1:23
NoOfDegitsInURL,candidate_definition,C2_hostname_without_www_path_query,phishing,all,100945,99520,98.5883401852494,0.06345039377879043,0.0,0.9758065823537625,0.0,99520,0:99520; -1:1186; 2:27; 3:26; 1:23
NoOfDegitsInURL,candidate_definition,C2_hostname_without_www_path_query,legitimate,all,134850,134850,100.0,0.0,0.0,0.9999999999999999,0.0,134850,0:134850
DegitRatioInURL,candidate_definition,C2_hostname_without_www_path_query,all,all,235795,184232,78.13227591764033,0.008722275863400762,0.0,0.9768114643100494,0.0,184232,0.0:184232; -0.054769230769:1052; -0.1685:711; -0.014081081081:566; -0.022448275862:541
DegitRatioInURL,candidate_definition,C2_hostname_without_www_path_query,phishing,all,100945,52942,52.44638169300114,0.017716022424283936,0.0,0.9754907658150128,0.0,52942,0.0:52942; -0.054769230769:1052; -0.1685:711; -0.014081081081:566; -0.022448275862:541
DegitRatioInURL,candidate_definition,C2_hostname_without_www_path_query,legitimate,all,134850,131290,97.36002966258806,0.0019898046243325253,0.0,0.9883896021642428,0.0,131290,0.0:131290; -0.045909090909:167; -0.034923076923:151; -0.061111111111:150; -0.040333333333:145
NoOfOtherSpecialCharsInURL,candidate_definition,C2_hostname_without_www_path_query,all,all,235795,215350,91.32933268305095,0.19256981700205686,0.0,0.9688741706316556,0.0,215350,0:215350; -1:14173; -2:2583; -4:735; -3:663
NoOfOtherSpecialCharsInURL,candidate_definition,C2_hostname_without_www_path_query,phishing,all,100945,80504,79.75035910644411,0.4497795829412056,0.0,0.9681612052226786,0.0,80504,0:80504; -1:14169; -2:2583; -4:735; -3:663
NoOfOtherSpecialCharsInURL,candidate_definition,C2_hostname_without_www_path_query,legitimate,all,134850,134846,99.99703374119392,2.9662588060808306e-05,0.0,0.9999416037650647,0.0,134846,0:134846; -1:4
NoOfOtherSpecialCharsInURL,candidate_definition,C2_hostname_without_www_path_query_other_special,all,all,235795,15,0.006361458046184186,1.9103543332131725,1.0,0.8541469525942599,1.0,144457,1:144457; 2:41562; 3:24142; 4:9620; 5:6311
NoOfOtherSpecialCharsInURL,candidate_definition,C2_hostname_without_www_path_query_other_special,phishing,all,100945,11,0.010897023131408192,2.9105552528604686,2.0,0.8682789604730212,1.0,29600,1:29600; 2:23324; 3:22451; 4:9560; 5:6311
NoOfOtherSpecialCharsInURL,candidate_definition,C2_hostname_without_www_path_query_other_special,legitimate,all,134850,4,0.0029662588060808304,1.1616314423433445,1.0,0.5977276326586819,1.0,114857,1:114857; 2:18238; 3:1691; 4:60; 0:4
SpacialCharRatioInURL,candidate_definition,C2_hostname_without_www_path_query,all,all,235795,4,0.0016963888123157828,0.03823677971041476,0.032111111111111104,0.8590979324158997,-0.031428571429,9334,-0.031428571429:9334; -0.034923076923:9153; -0.028666666667:8979; -0.040333333333:8735; -0.0255:8314
SpacialCharRatioInURL,candidate_definition,C2_hostname_without_www_path_query,phishing,all,100945,4,0.003962553865966616,0.03536627184631822,0.030647058823529416,0.8525516551338291,-0.038333333333,1871,-0.038333333333:1871; -0.042909090909:1758; -0.048:1695; -0.033923076923:1682; -0.05:1599
SpacialCharRatioInURL,candidate_definition,C2_hostname_without_www_path_query,legitimate,all,134850,0,0.0,0.04038556292392033,0.034923076923076925,0.9299258467965686,-0.031428571429,8796,-0.031428571429:8796; -0.034923076923:8684; -0.028666666667:8563; -0.040333333333:8232; -0.0255:7963
SpacialCharRatioInURL,candidate_definition,C2_hostname_without_www_path_query_other_special,all,all,235795,103,0.043682011917131405,0.05234679011666031,0.045,0.6239321266194164,0.042,10906,0.042:10906; 0.043:10854; 0.04:10576; 0.045:10499; 0.038:10270
SpacialCharRatioInURL,candidate_definition,C2_hostname_without_www_path_query_other_special,phishing,all,100945,99,0.09807320818267372,0.06416686703559527,0.05988888888888891,0.6218471854920191,0.045,3217,0.045:3217; 0.048:2878; 0.043:2569; 0.077:2417; 0.05:2355
SpacialCharRatioInURL,candidate_definition,C2_hostname_without_www_path_query_other_special,legitimate,all,134850,4,0.0029662588060808304,0.04349860572969784,0.04,0.5031445310470075,0.04,8796,0.04:8796; 0.042:8688; 0.038:8563; 0.043:8285; 0.037:7963
URLLength,candidate_definition,D_netloc_path_query,all,all,235795,0,0.0,7.128844971267415,7.0,0.9070211135044891,7.0,171253,7:171253; 6:33555; 8:30098; 9:95; 33:86
URLLength,candidate_definition,D_netloc_path_query,phishing,all,100945,0,0.0,7.300965872504829,7.0,0.9005098191077505,7.0,36403,7:36403; 6:33555; 8:30098; 9:95; 33:86
URLLength,candidate_definition,D_netloc_path_query,legitimate,all,134850,0,0.0,7.0,7.0,1.0,7.0,134850,7:134850
URLLength,candidate_definition,D_netloc_path_query,all,http,51749,0,0.0,6.401534329165781,6.0,0.9976648602897072,6.0,33555,6:33555; 7:18114; 25:20; 26:15; 31:9
URLLength,candidate_definition,D_netloc_path_query,all,https,184046,0,0.0,7.333346011323256,7.0,0.8762119575680738,7.0,153139,7:153139; 8:30092; 9:93; 33:86; 15:68
NoOfLettersInURL,candidate_definition,D_netloc_path_query,all,all,235795,50858,21.56873555418902,3.097856188638436,4.0,0.8584730411554011,-4.0,164822,-4:164822; 0:50858; -3:11815; -1:7070; -10:285
NoOfLettersInURL,candidate_definition,D_netloc_path_query,phishing,all,100945,50858,50.381891128832535,1.8925850710783099,0.0,0.8457133694900941,0.0,50858,0:50858; -4:29976; -3:11815; -1:7070; -10:285
NoOfLettersInURL,candidate_definition,D_netloc_path_query,legitimate,all,134850,0,0.0,4.000088987764182,4.0,0.9999941653721215,-4.0,134846,-4:134846; -7:4
LetterRatioInURL,candidate_definition,D_netloc_path_query,all,all,235795,66,0.027990415403210418,0.3226983637102131,0.357090909090909,0.33314364417296966,-0.408888888889,8583,-0.408888888889:8583; -0.424352941176:8434; -0.394736842105:8379; -0.44:7966; -0.381:7802
LetterRatioInURL,candidate_definition,D_netloc_path_query,phishing,all,100945,66,0.06538213878844915,0.22326282596293942,0.19051282051282048,0.5363264790686026,-0.42,1644,-0.42:1644; -0.437666666667:1530; -0.404352941176:1470; -0.388888888889:1414; -0.457142857143:1193
LetterRatioInURL,candidate_definition,D_netloc_path_query,legitimate,all,134850,0,0.0,0.39713307159229355,0.39473684210526316,0.8181896385784534,-0.408888888889,8565,-0.408888888889:8565; -0.424352941176:8419; -0.394736842105:8358; -0.44:7947; -0.381:7784
NoOfDegitsInURL,candidate_definition,D_netloc_path_query,all,all,235795,234402,99.40923259611102,0.026654509213511736,0.0,0.9766009709196949,0.0,234402,0:234402; -1:1186; 2:27; 1:22; 10:18
NoOfDegitsInURL,candidate_definition,D_netloc_path_query,phishing,all,100945,99552,98.62004061617714,0.06226162761900045,0.0,0.9758147212322761,0.0,99552,0:99552; -1:1186; 2:27; 1:22; 10:18
NoOfDegitsInURL,candidate_definition,D_netloc_path_query,legitimate,all,134850,134850,100.0,0.0,0.0,0.9999999999999999,0.0,134850,0:134850
DegitRatioInURL,candidate_definition,D_netloc_path_query,all,all,235795,184232,78.13227591764033,0.006503753509131442,0.0,0.9921445162091609,0.0,184232,0.0:184232; -0.054769230769:1052; -0.081:713; -0.014081081081:566; -0.022448275862:541
DegitRatioInURL,candidate_definition,D_netloc_path_query,phishing,all,100945,52942,52.44638169300114,0.01395346183928481,0.0,0.9906909368962805,0.0,52942,0.0:52942; -0.054769230769:1052; -0.081:713; -0.014081081081:566; -0.022448275862:541
DegitRatioInURL,candidate_definition,D_netloc_path_query,legitimate,all,134850,131290,97.36002966258806,0.00092710680992987,0.0,0.9975755002772494,0.0,131290,0.0:131290; -0.021666666667:167; -0.016823529412:151; -0.026923076923:150; -0.0195:145
NoOfOtherSpecialCharsInURL,candidate_definition,D_netloc_path_query,all,all,235795,40105,17.008418329481117,0.9409911151635955,1.0,0.9576248200341629,-1.0,188829,-1:188829; 0:40105; -2:2902; -3:940; -4:732
NoOfOtherSpecialCharsInURL,candidate_definition,D_netloc_path_query,phishing,all,100945,40105,39.72955569864778,0.8621229382336916,1.0,0.961756584676321,-1.0,53983,-1:53983; 0:40105; -2:2898; -3:940; -4:732
NoOfOtherSpecialCharsInURL,candidate_definition,D_netloc_path_query,legitimate,all,134850,0,0.0,1.000029662588061,1.0,0.9999416037650645,-1.0,134846,-1:134846; -2:4
NoOfOtherSpecialCharsInURL,candidate_definition,D_netloc_path_query_other_special,all,all,235795,15,0.006361458046184186,1.9102992005767723,1.0,0.8541682110403134,1.0,144457,1:144457; 2:41564; 3:24140; 4:9621; 5:6314
NoOfOtherSpecialCharsInURL,candidate_definition,D_netloc_path_query_other_special,phishing,all,100945,11,0.010897023131408192,2.9104264698598246,2.0,0.8682965469433502,1.0,29600,1:29600; 2:23326; 3:22449; 4:9561; 5:6314
NoOfOtherSpecialCharsInURL,candidate_definition,D_netloc_path_query_other_special,legitimate,all,134850,4,0.0029662588060808304,1.1616314423433445,1.0,0.5977276326586819,1.0,114857,1:114857; 2:18238; 3:1691; 4:60; 0:4
SpacialCharRatioInURL,candidate_definition,D_netloc_path_query,all,all,235795,4,0.0016963888123157828,0.06310892791087187,0.063,0.6661493879139126,-0.071111111111,9246,-0.071111111111:9246; -0.075647058824:9183; -0.067263157895:8984; -0.082:8831; -0.063:8475
SpacialCharRatioInURL,candidate_definition,D_netloc_path_query,phishing,all,100945,4,0.003962553865966616,0.047539924852977956,0.044135135135135145,0.6845923307224941,-0.08,1855,-0.08:1855; -0.085333333333:1777; -0.074647058824:1653; -0.069111111111:1533; -0.092857142857:1511
SpacialCharRatioInURL,candidate_definition,D_netloc_path_query,legitimate,all,134850,0,0.0,0.07476345526481402,0.0711111111111111,0.8606159915980021,-0.071111111111,8796,-0.071111111111:8796; -0.075647058824:8684; -0.067263157895:8563; -0.082:8232; -0.063:7963
SpacialCharRatioInURL,candidate_definition,D_netloc_path_query_other_special,all,all,235795,4,0.0016963888123157828,0.05313841188551797,0.045,0.6553688930488416,0.042,10906,0.042:10906; 0.043:10798; 0.04:10573; 0.045:10488; 0.038:10269
SpacialCharRatioInURL,candidate_definition,D_netloc_path_query_other_special,phishing,all,100945,0,0.0,0.06484877211593493,0.06017647058823529,0.6447228640800797,0.045,3202,0.045:3202; 0.048:2872; 0.043:2556; 0.077:2415; 0.053:2329
SpacialCharRatioInURL,candidate_definition,D_netloc_path_query_other_special,legitimate,all,134850,4,0.0029662588060808304,0.044372358393049004,0.04,0.5023459969345981,0.04,8796,0.04:8796; 0.042:8688; 0.038:8563; 0.043:8242; 0.037:7963
URLLength,candidate_definition,D_netloc_path_query_with_separators,all,all,235795,0,0.0,7.128844971267415,7.0,0.9070211135044891,7.0,171253,7:171253; 6:33555; 8:30098; 9:95; 33:86
URLLength,candidate_definition,D_netloc_path_query_with_separators,phishing,all,100945,0,0.0,7.300965872504829,7.0,0.9005098191077505,7.0,36403,7:36403; 6:33555; 8:30098; 9:95; 33:86
URLLength,candidate_definition,D_netloc_path_query_with_separators,legitimate,all,134850,0,0.0,7.0,7.0,1.0,7.0,134850,7:134850
URLLength,candidate_definition,D_netloc_path_query_with_separators,all,http,51749,0,0.0,6.401534329165781,6.0,0.9976648602897072,6.0,33555,6:33555; 7:18114; 25:20; 26:15; 31:9
URLLength,candidate_definition,D_netloc_path_query_with_separators,all,https,184046,0,0.0,7.333346011323256,7.0,0.8762119575680738,7.0,153139,7:153139; 8:30092; 9:93; 33:86; 15:68
NoOfLettersInURL,candidate_definition,D_netloc_path_query_with_separators,all,all,235795,50858,21.56873555418902,3.097856188638436,4.0,0.8584730411554011,-4.0,164822,-4:164822; 0:50858; -3:11815; -1:7070; -10:285
NoOfLettersInURL,candidate_definition,D_netloc_path_query_with_separators,phishing,all,100945,50858,50.381891128832535,1.8925850710783099,0.0,0.8457133694900941,0.0,50858,0:50858; -4:29976; -3:11815; -1:7070; -10:285
NoOfLettersInURL,candidate_definition,D_netloc_path_query_with_separators,legitimate,all,134850,0,0.0,4.000088987764182,4.0,0.9999941653721215,-4.0,134846,-4:134846; -7:4
LetterRatioInURL,candidate_definition,D_netloc_path_query_with_separators,all,all,235795,66,0.027990415403210418,0.3226983637102131,0.357090909090909,0.33314364417296966,-0.408888888889,8583,-0.408888888889:8583; -0.424352941176:8434; -0.394736842105:8379; -0.44:7966; -0.381:7802
LetterRatioInURL,candidate_definition,D_netloc_path_query_with_separators,phishing,all,100945,66,0.06538213878844915,0.22326282596293942,0.19051282051282048,0.5363264790686026,-0.42,1644,-0.42:1644; -0.437666666667:1530; -0.404352941176:1470; -0.388888888889:1414; -0.457142857143:1193
LetterRatioInURL,candidate_definition,D_netloc_path_query_with_separators,legitimate,all,134850,0,0.0,0.39713307159229355,0.39473684210526316,0.8181896385784534,-0.408888888889,8565,-0.408888888889:8565; -0.424352941176:8419; -0.394736842105:8358; -0.44:7947; -0.381:7784
NoOfDegitsInURL,candidate_definition,D_netloc_path_query_with_separators,all,all,235795,234402,99.40923259611102,0.026654509213511736,0.0,0.9766009709196949,0.0,234402,0:234402; -1:1186; 2:27; 1:22; 10:18
NoOfDegitsInURL,candidate_definition,D_netloc_path_query_with_separators,phishing,all,100945,99552,98.62004061617714,0.06226162761900045,0.0,0.9758147212322761,0.0,99552,0:99552; -1:1186; 2:27; 1:22; 10:18
NoOfDegitsInURL,candidate_definition,D_netloc_path_query_with_separators,legitimate,all,134850,134850,100.0,0.0,0.0,0.9999999999999999,0.0,134850,0:134850
DegitRatioInURL,candidate_definition,D_netloc_path_query_with_separators,all,all,235795,184232,78.13227591764033,0.006503753509131442,0.0,0.9921445162091609,0.0,184232,0.0:184232; -0.054769230769:1052; -0.081:713; -0.014081081081:566; -0.022448275862:541
DegitRatioInURL,candidate_definition,D_netloc_path_query_with_separators,phishing,all,100945,52942,52.44638169300114,0.01395346183928481,0.0,0.9906909368962805,0.0,52942,0.0:52942; -0.054769230769:1052; -0.081:713; -0.014081081081:566; -0.022448275862:541
DegitRatioInURL,candidate_definition,D_netloc_path_query_with_separators,legitimate,all,134850,131290,97.36002966258806,0.00092710680992987,0.0,0.9975755002772494,0.0,131290,0.0:131290; -0.021666666667:167; -0.016823529412:151; -0.026923076923:150; -0.0195:145
NoOfOtherSpecialCharsInURL,candidate_definition,D_netloc_path_query_with_separators,all,all,235795,40105,17.008418329481117,0.9409911151635955,1.0,0.9576248200341629,-1.0,188829,-1:188829; 0:40105; -2:2902; -3:940; -4:732
NoOfOtherSpecialCharsInURL,candidate_definition,D_netloc_path_query_with_separators,phishing,all,100945,40105,39.72955569864778,0.8621229382336916,1.0,0.961756584676321,-1.0,53983,-1:53983; 0:40105; -2:2898; -3:940; -4:732
NoOfOtherSpecialCharsInURL,candidate_definition,D_netloc_path_query_with_separators,legitimate,all,134850,0,0.0,1.000029662588061,1.0,0.9999416037650645,-1.0,134846,-1:134846; -2:4
NoOfOtherSpecialCharsInURL,candidate_definition,D_netloc_path_query_with_separators_other_special,all,all,235795,15,0.006361458046184186,1.9102992005767723,1.0,0.8541682110403134,1.0,144457,1:144457; 2:41564; 3:24140; 4:9621; 5:6314
NoOfOtherSpecialCharsInURL,candidate_definition,D_netloc_path_query_with_separators_other_special,phishing,all,100945,11,0.010897023131408192,2.9104264698598246,2.0,0.8682965469433502,1.0,29600,1:29600; 2:23326; 3:22449; 4:9561; 5:6314
NoOfOtherSpecialCharsInURL,candidate_definition,D_netloc_path_query_with_separators_other_special,legitimate,all,134850,4,0.0029662588060808304,1.1616314423433445,1.0,0.5977276326586819,1.0,114857,1:114857; 2:18238; 3:1691; 4:60; 0:4
SpacialCharRatioInURL,candidate_definition,D_netloc_path_query_with_separators,all,all,235795,4,0.0016963888123157828,0.06310892791087187,0.063,0.6661493879139126,-0.071111111111,9246,-0.071111111111:9246; -0.075647058824:9183; -0.067263157895:8984; -0.082:8831; -0.063:8475
SpacialCharRatioInURL,candidate_definition,D_netloc_path_query_with_separators,phishing,all,100945,4,0.003962553865966616,0.047539924852977956,0.044135135135135145,0.6845923307224941,-0.08,1855,-0.08:1855; -0.085333333333:1777; -0.074647058824:1653; -0.069111111111:1533; -0.092857142857:1511
SpacialCharRatioInURL,candidate_definition,D_netloc_path_query_with_separators,legitimate,all,134850,0,0.0,0.07476345526481402,0.0711111111111111,0.8606159915980021,-0.071111111111,8796,-0.071111111111:8796; -0.075647058824:8684; -0.067263157895:8563; -0.082:8232; -0.063:7963
SpacialCharRatioInURL,candidate_definition,D_netloc_path_query_with_separators_other_special,all,all,235795,4,0.0016963888123157828,0.05313841188551797,0.045,0.6553688930488416,0.042,10906,0.042:10906; 0.043:10798; 0.04:10573; 0.045:10488; 0.038:10269
SpacialCharRatioInURL,candidate_definition,D_netloc_path_query_with_separators_other_special,phishing,all,100945,0,0.0,0.06484877211593493,0.06017647058823529,0.6447228640800797,0.045,3202,0.045:3202; 0.048:2872; 0.043:2556; 0.077:2415; 0.053:2329
SpacialCharRatioInURL,candidate_definition,D_netloc_path_query_with_separators_other_special,legitimate,all,134850,4,0.0029662588060808304,0.044372358393049004,0.04,0.5023459969345981,0.04,8796,0.04:8796; 0.042:8688; 0.038:8563; 0.043:8242; 0.037:7963
