comparison_id,semantic_class,external_dataset,feature,internal_rows,external_rows,internal_mean,internal_median,internal_p10,internal_p25,internal_p75,internal_p90,external_mean,external_median,external_p10,external_p25,external_p75,external_p90,ks_statistic,ks_p_value,mean_difference_external_minus_internal,median_difference_external_minus_internal,is_binary_feature,internal_proportion_1,external_proportion_1,absolute_percentage_point_difference_1
D_phiusiil_phishing_vs_legitphish_phishing,phishing,LegitPhish,domain_is_ip,100945,63678,0.0060230818762692555,0.0,0.0,0.0,0.0,0.0,0.7703916580294607,1.0,0.0,1.0,1.0,1.0,0.7643685761531915,0.0,0.7643685761531915,1.0,True,0.0060230818762692555,0.7703916580294607,76.43685761531916
D_phiusiil_phishing_vs_legitphish_phishing,phishing,LegitPhish,number_of_digits,100945,63678,4.338273317152905,0.0,0.0,0.0,5.0,11.0,13.477292000376897,15.0,7.0,11.0,16.0,17.0,0.7338177128861616,0.0,9.139018683223991,15.0,False,,,
D_phiusiil_phishing_vs_legitphish_phishing,phishing,LegitPhish,letter_ratio,100945,63678,0.7472414032986082,0.7755102040816326,0.6126612903225812,0.7142857142857143,0.8125,0.8378378378378378,0.37444381949123756,0.2727272727272727,0.1724137931034483,0.2571428571428571,0.4909090909090909,0.7230769230769231,0.7269254947137938,0.0,-0.37279758380737066,-0.5027829313543599,False,,,
D_phiusiil_phishing_vs_legitphish_phishing,phishing,LegitPhish,path_length,100945,63678,8.725256327703205,1.0,0.0,0.0,6.0,28.0,12.686249568139703,7.0,2.0,5.0,16.0,32.0,0.7217758103507208,0.0,3.9609932404364976,6.0,False,,,
D_phiusiil_phishing_vs_legitphish_phishing,phishing,LegitPhish,digit_ratio,100945,63678,0.06359171912572252,0.0,0.0,0.0,0.1020408163265306,0.1923076923076923,0.38219914650382353,0.4545454545454545,0.1159420289855072,0.2954545454545454,0.4857142857142857,0.5517241379310345,0.719472767111623,0.0,0.318607427378101,0.4545454545454545,False,,,
D_phiusiil_phishing_vs_legitphish_phishing,phishing,LegitPhish,number_of_subdomains,100945,63678,1.1566991926296497,1.0,0.0,1.0,1.0,2.0,0.23844970005339364,0.0,0.0,0.0,0.0,1.0,0.6693080837730794,0.0,-0.9182494925762561,-1.0,False,,,
D_phiusiil_phishing_vs_legitphish_phishing,phishing,LegitPhish,number_of_dots,100945,63678,2.384694635692704,2.0,2.0,2.0,3.0,3.0,3.510270423066051,4.0,3.0,3.0,4.0,4.0,0.6474529314921758,0.0,1.125575787373347,2.0,False,,,
D_phiusiil_phishing_vs_legitphish_phishing,phishing,LegitPhish,has_port,100945,63678,0.00025756600128783,0.0,0.0,0.0,0.0,0.0,0.6452149879079117,1.0,0.0,0.0,1.0,1.0,0.6449574219066239,0.0,0.6449574219066239,1.0,True,0.00025756600128783,0.6452149879079117,64.49574219066238
D_phiusiil_phishing_vs_legitphish_phishing,phishing,LegitPhish,number_of_letters,100945,63678,34.24925454455396,25.0,16.0,20.0,36.0,60.0,17.08800527654763,9.0,5.0,7.0,21.0,42.0,0.6352797611925014,0.0,-17.161249268006333,-16.0,False,,,
D_phiusiil_phishing_vs_legitphish_phishing,phishing,LegitPhish,special_character_count,100945,63678,7.651245727871613,6.0,5.0,5.0,8.0,11.0,8.846477590376582,9.0,8.0,8.0,9.0,10.0,0.6174329596214359,0.0,1.1952318625049685,3.0,False,,,
D_phiusiil_phishing_vs_legitphish_phishing,phishing,LegitPhish,domain_length,100945,63678,24.461647431769777,22.0,13.0,16.0,29.0,39.0,15.160494990420553,14.0,12.0,13.0,15.0,21.0,0.605451983265195,0.0,-9.301152441349224,-8.0,False,,,
D_phiusiil_phishing_vs_legitphish_phishing,phishing,LegitPhish,uses_https_text,100945,63678,0.48735449997523406,0.0,0.0,0.0,1.0,1.0,0.055325230063758286,0.0,0.0,0.0,0.0,0.0,0.4320292699114757,0.0,-0.4320292699114758,0.0,True,0.48735449997523406,0.055325230063758286,43.20292699114758
D_phiusiil_phishing_vs_legitphish_phishing,phishing,LegitPhish,number_of_slashes,100945,63678,3.019208479865273,3.0,2.0,2.0,3.0,4.0,3.313781839881906,3.0,3.0,3.0,4.0,4.0,0.39365061415267855,0.0,0.2945733600166327,0.0,False,,,
D_phiusiil_phishing_vs_legitphish_phishing,phishing,LegitPhish,number_of_hyphens,100945,63678,0.7069889543810987,0.0,0.0,0.0,1.0,2.0,0.09734916297622413,0.0,0.0,0.0,0.0,0.0,0.31801751814647095,0.0,-0.6096397914048746,0.0,False,,,
D_phiusiil_phishing_vs_legitphish_phishing,phishing,LegitPhish,url_length,100945,63678,46.238773589578486,34.0,22.0,26.0,48.0,80.0,39.411869091365936,34.0,28.0,30.0,41.0,60.0,0.21852122866842633,0.0,-6.826904498212549,0.0,False,,,
D_phiusiil_phishing_vs_legitphish_phishing,phishing,LegitPhish,number_of_underscores,100945,63678,0.08163851602357719,0.0,0.0,0.0,0.0,0.0,0.18813404943622603,0.0,0.0,0.0,0.0,1.0,0.12679309128876604,0.0,0.10649553341264884,0.0,False,,,
D_phiusiil_phishing_vs_legitphish_phishing,phishing,LegitPhish,suspicious_keyword_count,100945,63678,0.0967952845608995,0.0,0.0,0.0,0.0,0.0,0.02131034266151575,0.0,0.0,0.0,0.0,0.0,0.05302361246788212,7.450272484109975e-96,-0.07548494189938375,0.0,False,,,
D_phiusiil_phishing_vs_legitphish_phishing,phishing,LegitPhish,has_suspicious_keyword,100945,63678,0.0690574074991332,0.0,0.0,0.0,0.0,0.0,0.01603379503125098,0.0,0.0,0.0,0.0,0.0,0.05302361246788212,7.450272484109975e-96,-0.05302361246788222,0.0,True,0.0690574074991332,0.01603379503125098,5.302361246788221
D_phiusiil_phishing_vs_legitphish_phishing,phishing,LegitPhish,number_of_question_marks,100945,63678,0.06879984149784536,0.0,0.0,0.0,0.0,0.0,0.012516096611074468,0.0,0.0,0.0,0.0,0.0,0.0489413744222128,1.0160997785542586e-81,-0.056283744886770896,0.0,False,,,
D_phiusiil_phishing_vs_legitphish_phishing,phishing,LegitPhish,query_length,100945,63678,5.169240675615434,0.0,0.0,0.0,0.0,0.0,0.7677690882251327,0.0,0.0,0.0,0.0,0.0,0.048458608285562366,4.013471124249246e-80,-4.401471587390302,0.0,False,,,
D_phiusiil_phishing_vs_legitphish_phishing,phishing,LegitPhish,number_of_query_parameters,100945,63678,0.14139382832235375,0.0,0.0,0.0,0.0,0.0,0.025911617827193065,0.0,0.0,0.0,0.0,0.0,0.048438795516232536,4.6634284242299455e-80,-0.11548221049516069,0.0,False,,,
D_phiusiil_phishing_vs_legitphish_phishing,phishing,LegitPhish,number_of_equal_signs,100945,63678,0.14785279112387933,0.0,0.0,0.0,0.0,0.0,0.027120826659128742,0.0,0.0,0.0,0.0,0.0,0.04268825262875797,2.8817545671169515e-62,-0.1207319644647506,0.0,False,,,
D_phiusiil_phishing_vs_legitphish_phishing,phishing,LegitPhish,number_of_ampersands,100945,63678,0.08437267819109416,0.0,0.0,0.0,0.0,0.0,0.018436508684317975,0.0,0.0,0.0,0.0,0.0,0.020095594605163747,3.960460184465325e-14,-0.0659361695067762,0.0,False,,,
D_phiusiil_phishing_vs_legitphish_phishing,phishing,LegitPhish,number_of_at_symbols,100945,63678,0.017108326316310863,0.0,0.0,0.0,0.0,0.0,6.281604321743773e-05,0.0,0.0,0.0,0.0,0.0,0.014866105646811678,6.323718225191331e-08,-0.017045510273093426,0.0,False,,,
D_phiusiil_phishing_vs_legitphish_phishing,phishing,LegitPhish,known_shortener_domain,100945,63678,0.005349447719054931,0.0,0.0,0.0,0.0,0.0,0.00026696818367411034,0.0,0.0,0.0,0.0,0.0,0.005082479535380657,0.26451268787441007,-0.005082479535380821,0.0,True,0.005349447719054931,0.00026696818367411034,0.5082479535380822
D_phiusiil_phishing_vs_legitphish_phishing,phishing,LegitPhish,number_of_percent_symbols,100945,63678,0.05852692060032691,0.0,0.0,0.0,0.0,0.0,0.031502245673545023,0.0,0.0,0.0,0.0,0.0,0.0024914940134395103,0.9681478278316011,-0.027024674926781886,0.0,False,,,
C_phiusiil_phishing_vs_url_phish_phishing,phishing,URL-Phish,uses_https_text,100945,16600,0.48735449997523406,0.0,0.0,0.0,1.0,1.0,0.9143373493975904,1.0,1.0,1.0,1.0,1.0,0.4269828494223563,0.0,0.4269828494223563,1.0,True,0.48735449997523406,0.9143373493975904,42.69828494223563
C_phiusiil_phishing_vs_url_phish_phishing,phishing,URL-Phish,path_length,100945,16600,8.725256327703205,1.0,0.0,0.0,6.0,28.0,17.153373493975902,6.0,1.0,1.0,16.0,49.0,0.3212664119253775,0.0,8.428117166272697,5.0,False,,,
C_phiusiil_phishing_vs_url_phish_phishing,phishing,URL-Phish,number_of_slashes,100945,16600,3.019208479865273,3.0,2.0,2.0,3.0,4.0,3.617289156626506,3.0,3.0,3.0,4.0,6.0,0.3212565055407125,0.0,0.5980806767612328,0.0,False,,,
C_phiusiil_phishing_vs_url_phish_phishing,phishing,URL-Phish,number_of_subdomains,100945,16600,1.1566991926296497,1.0,0.0,1.0,1.0,2.0,0.7419879518072289,1.0,0.0,0.0,1.0,1.0,0.1840278196345737,0.0,-0.41471124082242083,0.0,False,,,
C_phiusiil_phishing_vs_url_phish_phishing,phishing,URL-Phish,number_of_dots,100945,16600,2.384694635692704,2.0,2.0,2.0,3.0,3.0,1.927289156626506,2.0,1.0,1.0,2.0,3.0,0.16928442781975395,0.0,-0.4574054790661979,0.0,False,,,
C_phiusiil_phishing_vs_url_phish_phishing,phishing,URL-Phish,domain_length,100945,16600,24.461647431769777,22.0,13.0,16.0,29.0,39.0,21.31963855421687,20.0,7.0,14.0,28.0,36.0,0.1554875254149492,1.8387366772707291e-301,-3.1420088775529074,-2.0,False,,,
C_phiusiil_phishing_vs_url_phish_phishing,phishing,URL-Phish,number_of_hyphens,100945,16600,0.7069889543810987,0.0,0.0,0.0,1.0,2.0,0.9374096385542169,0.0,0.0,0.0,1.0,3.0,0.12956206618539146,4.2239902287214976e-209,0.23042068417311823,0.0,False,,,
C_phiusiil_phishing_vs_url_phish_phishing,phishing,URL-Phish,special_character_count,100945,16600,7.651245727871613,6.0,5.0,5.0,8.0,11.0,8.996024096385542,7.0,5.0,6.0,9.0,15.0,0.1267022630121258,5.865602106292793e-200,1.3447783685139285,1.0,False,,,
C_phiusiil_phishing_vs_url_phish_phishing,phishing,URL-Phish,url_length,100945,16600,46.238773589578486,34.0,22.0,26.0,48.0,80.0,56.30469879518072,38.0,22.0,29.0,55.0,113.0,0.12127170229285067,3.630209508131546e-183,10.065925205602234,4.0,False,,,
C_phiusiil_phishing_vs_url_phish_phishing,phishing,URL-Phish,number_of_letters,100945,16600,34.24925454455396,25.0,16.0,20.0,36.0,60.0,41.55512048192771,29.0,16.0,22.0,41.0,81.0,0.12065556395675331,2.618112958036243e-181,7.305865937373746,4.0,False,,,
C_phiusiil_phishing_vs_url_phish_phishing,phishing,URL-Phish,number_of_equal_signs,100945,16600,0.14785279112387933,0.0,0.0,0.0,0.0,0.0,0.39536144578313254,0.0,0.0,0.0,0.0,2.0,0.10190872758456682,2.381449654389571e-129,0.2475086546592532,0.0,False,,,
C_phiusiil_phishing_vs_url_phish_phishing,phishing,URL-Phish,digit_ratio,100945,16600,0.06359171912572252,0.0,0.0,0.0,0.1020408163265306,0.1923076923076923,0.07375972052456051,0.0377358490566037,0.0,0.0,0.1136363636363636,0.2,0.09319930571759527,3.238976750125431e-108,0.010168001398837986,0.0377358490566037,False,,,
C_phiusiil_phishing_vs_url_phish_phishing,phishing,URL-Phish,number_of_digits,100945,16600,4.338273317152905,0.0,0.0,0.0,5.0,11.0,5.753433734939759,1.0,0.0,0.0,6.0,17.0,0.09246595873811764,1.596161903875556e-106,1.4151604177868542,1.0,False,,,
C_phiusiil_phishing_vs_url_phish_phishing,phishing,URL-Phish,query_length,100945,16600,5.169240675615434,0.0,0.0,0.0,0.0,0.0,9.379698795180722,0.0,0.0,0.0,0.0,41.0,0.08581315305304626,8.780584496532751e-92,4.210458119565288,0.0,False,,,
C_phiusiil_phishing_vs_url_phish_phishing,phishing,URL-Phish,number_of_query_parameters,100945,16600,0.14139382832235375,0.0,0.0,0.0,0.0,0.0,0.36765060240963854,0.0,0.0,0.0,0.0,1.0,0.08528082810214566,1.1888540831257744e-90,0.22625677408728478,0.0,False,,,
